"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,"Profile visits",Replies,Navigation,"Sticker taps","Link clicks",Follows
18016558463545535,17841401475580469,nicki.entenmann,"Nicki Entenmann","EAAs & Creatine and both work harmoniously together- 

creatine promote muscle building and recovery

EAA's are necessary to actually create that new muscle.",56,"06/25/2025 11:43",https://instagram.com/stories/nicki.entenmann/3662944613699693011,"IG story",,Lifetime,21833,20026,34,4,10,9,21575,,274,
18085536313708391,17841401475580469,nicki.entenmann,"Nicki Entenmann","20% off here  #kionpartner  Berry flavor slaps 🫐🍓",0,"06/25/2025 11:45",,"IG story",,Lifetime,21162,19586,26,0,12,10,21481,3,262,
18084779254740516,17841401475580469,nicki.entenmann,"Nicki Entenmann","The level of petty I appreciate 💅",0,"06/25/2025 12:25",,"IG story",,Lifetime,22367,21060,345,4,19,137,22968,,,
18070337938947285,17841401475580469,nicki.entenmann,"Nicki Entenmann","Casual neighborhood visitor",0,"06/05/2025 16:58",,"IG story",,Lifetime,14286,13972,111,0,15,20,15086,,,
18069659302805965,17841401475580469,nicki.entenmann,"Nicki Entenmann","Ok I bought this protein powder at Whole Foods and it’s pretty tasty",5,"06/05/2025 17:25",,"IG story",,Lifetime,14252,13769,25,4,8,8,13886,,,
17879143230226026,17841401475580469,nicki.entenmann,"Nicki Entenmann","Ty: 😒😒😒😒 This is an ultimate trusting the process…..it gets so good in a few weeks!",8,"06/05/2025 17:35",https://instagram.com/stories/nicki.entenmann/3648625822064990609,"IG story",,Lifetime,15990,15066,40,4,9,23,7281,,,
17847036396490863,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"06/05/2025 18:10",,"IG story",,Lifetime,10394,10110,15,1,3,0,12050,,79,
18042792119257114,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"06/05/2025 18:11",,"IG story",,Lifetime,10241,9985,11,0,1,0,10967,,40,
17873381736264574,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"06/05/2025 18:11",,"IG story",,Lifetime,10150,9850,13,2,19,1,10814,,36,
17881743996204966,17841401475580469,nicki.entenmann,"Nicki Entenmann",@longevitylabwellness,39,"06/06/2025 08:30",,"IG story",,Lifetime,16591,16063,42,10,17,5,13521,,,
17873251323362266,17841401475580469,nicki.entenmann,"Nicki Entenmann","Day 2: looks much worse than it actually feels",60,"06/06/2025 08:35",,"IG story",,Lifetime,16187,15653,51,0,12,15,14933,,,
18077068081708770,17841401475580469,nicki.entenmann,"Nicki Entenmann","If you’re here for the fitness content, remember-you can’t out exercise a shitty diet. 

If you wanna build muscle, lose fat, tone up- 80% of that is done in the kitchen. If you’re not happy with you look and feel- FOOD should always be your FIRST focus!",25,"06/06/2025 09:48",,"IG story",,Lifetime,15713,15275,100,6,10,23,13354,,,
18053781599371926,17841401475580469,nicki.entenmann,"Nicki Entenmann","I CRAVE this flavor daily 🍋",0,"06/06/2025 10:00",,"IG story",,Lifetime,15186,14916,36,1,5,13,15765,,207,1
18069546118974947,17841401475580469,nicki.entenmann,"Nicki Entenmann",@thrivemarket,30,"06/06/2025 10:04",,"IG story",,Lifetime,14758,14538,17,0,3,1,14640,,,
17954481194817420,17841401475580469,nicki.entenmann,"Nicki Entenmann","@thrivemarket  MOM HACK!
30% off first order & 25% off summer restock sale",47,"06/06/2025 10:04",,"IG story",,Lifetime,14452,14219,20,1,5,1,14446,,24,
18061569355943165,17841401475580469,nicki.entenmann,"Nicki Entenmann",,60,"06/06/2025 10:04",,"IG story",,Lifetime,14439,13984,13,0,3,1,14245,,14,
18146207962385369,17841401475580469,nicki.entenmann,"Nicki Entenmann","Discount on groceries -heck yasssss 🙌🏻🙌🏻🙌🏻 @thrivemarket #thrivemarketpartner",0,"06/06/2025 10:04",,"IG story",,Lifetime,14143,13926,20,0,4,0,14177,,12,
17893726080125071,17841401475580469,nicki.entenmann,"Nicki Entenmann",,15,"06/06/2025 10:07",,"IG story",,Lifetime,14032,13811,172,6,13,8,14535,,,
18141711976395381,17841401475580469,nicki.entenmann,"Nicki Entenmann","Swear by these-have owned for over a year and nothing sticks. Quality > quantity Nicki for 10% off  @caraway_home",0,"06/06/2025 11:58",,"IG story",,Lifetime,14640,14015,15,0,3,1,14496,,539,1
18067553564481013,17841401475580469,nicki.entenmann,"Nicki Entenmann","Beauty queen",0,"06/06/2025 12:12",,"IG story",,Lifetime,14028,13755,51,0,7,3,14872,,,
18071120617792492,17841401475580469,nicki.entenmann,"Nicki Entenmann","25% off vacation essentials",0,"06/06/2025 12:57",,"IG story",,Lifetime,14478,13878,24,0,21,1,14808,,221,
18052301243098204,17841401475580469,nicki.entenmann,"Nicki Entenmann","🍸🍸🍸🍸🍸🍸🍸🍸🍸 Living life on the edge and wearing white during 🩸",10,"06/06/2025 18:00",,"IG story",,Lifetime,16684,15973,158,2,18,27,14096,,420,
18142406980398088,17841401475580469,nicki.entenmann,"Nicki Entenmann",,5,"06/06/2025 18:36",,"IG story",,Lifetime,15556,15187,50,0,21,2,15957,,,
18107551501515323,17841401475580469,nicki.entenmann,"Nicki Entenmann","G afternoon to everyone except dirty martinis 🚫🍸",0,"06/07/2025 11:44",,"IG story",,Lifetime,16586,16350,32,1,19,3,15796,65,,
18068847427990832,17841401475580469,nicki.entenmann,"Nicki Entenmann","Love my lax neighbors & friends 🥍🧍‍♀️",10,"06/07/2025 11:45",,"IG story",,Lifetime,15587,15397,30,0,11,0,15990,41,,
17903097156190016,17841401475580469,nicki.entenmann,"Nicki Entenmann","25% off here
(+ Additional 15% off in AF app)",41,"06/07/2025 12:08",,"IG story",,Lifetime,15191,14727,34,0,27,1,14824,,188,
18053971100522824,17841401475580469,nicki.entenmann,"Nicki Entenmann","Comment “sneaker” here to enter! She’s backkkkkk! 
2 of you get the sneakers of the summer 
(You can choose your color)",0,"06/08/2025 09:29",,"IG story",,Lifetime,51816,50691,699,12,138,6354,52596,,,1
18017204636714748,17841401475580469,nicki.entenmann,"Nicki Entenmann","Sundays are for the girls who wear butter yellow 💛🌼🐝👯‍♀️",0,"06/08/2025 09:37",,"IG story",,Lifetime,45795,44579,730,4,113,72,49252,,,
18080210191833210,17841401475580469,nicki.entenmann,"Nicki Entenmann",,17,"06/08/2025 10:43",,"IG story",,Lifetime,34200,33539,142,1,51,35,30257,,,
17854517622451525,17841401475580469,nicki.entenmann,"Nicki Entenmann",,58,"06/08/2025 10:48",,"IG story",,Lifetime,32031,31269,127,0,54,19,31989,,,
17887763256163497,17841401475580469,nicki.entenmann,"Nicki Entenmann","$28! I’m in size S
(They’re selling out 
quick but have in 
white too!)",0,"06/08/2025 11:34",,"IG story",,Lifetime,29923,28559,173,5,22,23,28854,,2741,
18103446202534997,17841401475580469,nicki.entenmann,"Nicki Entenmann","Tank, sneakers & jewelry",0,"06/08/2025 11:34",,"IG story",,Lifetime,28540,27593,74,6,15,11,29769,,1337,1
18031766531424868,17841401475580469,nicki.entenmann,"Nicki Entenmann",,58,"06/08/2025 11:40",,"IG story",,Lifetime,27586,26824,62,9,23,4,28193,,223,
17891130018257279,17841401475580469,nicki.entenmann,"Nicki Entenmann","Join through my link to get 30% Off your first order AND a FREE gift! It’s a summer MOM HACK @thrivemarket #thrivemarketpartner",60,"06/08/2025 11:49",,"IG story",,Lifetime,25962,25310,43,1,11,4,26555,9,111,
18053850119596099,17841401475580469,nicki.entenmann,"Nicki Entenmann","30% off first order & gifts here
(Also 25% off some of my summer favorites!) Also yesssss to discount on groceries 💅💅💅 @thrivemarket #thrivemarketpartner",0,"06/08/2025 11:51",,"IG story",,Lifetime,25721,24800,45,1,11,3,26006,,86,
18051807926090137,17841401475580469,nicki.entenmann,"Nicki Entenmann","I have some ideas but Ty is so hard to shop for! What are we getting 
dads this year 💙",0,"06/08/2025 12:05",,"IG story",,Lifetime,25103,24471,114,0,22,13,26676,,,
18383774713190424,17841401475580469,nicki.entenmann,"Nicki Entenmann","Favorite stick for slick bun and flyaways!  Best whitening strips 
on that planet  ONLY thong I’ll ever 
wear to the gym again  love this clean creatine!  Swimmy I wore in mexicoooo!",0,"06/08/2025 12:36",,"IG story",,Lifetime,25594,24573,50,0,29,2,28648,,973,
18058708448269968,17841401475580469,nicki.entenmann,"Nicki Entenmann","Lunch break 🤗",5,"06/08/2025 12:50",https://instagram.com/stories/nicki.entenmann/3650657026122082899,"IG story",,Lifetime,24896,24073,126,0,6,16,28623,,,
17867487435311411,17841401475580469,nicki.entenmann,"Nicki Entenmann","I was expecting a lot more grills & golf balls, but go off queens!! Spill the teaaa!!!",0,"06/08/2025 13:14",,"IG story",,Lifetime,24815,24277,209,26,14,252,28244,,,
17935256241033927,17841401475580469,nicki.entenmann,"Nicki Entenmann","Full body workout:
Summer mom edition 
😵‍💫😵‍💫😵‍💫",45,"06/08/2025 14:31",https://instagram.com/stories/nicki.entenmann/3650707482819106976,"IG story",,Lifetime,25730,25047,171,4,18,39,25204,,,
18075269641730472,17841401475580469,nicki.entenmann,"Nicki Entenmann","Day 3 after RF microneedling
(More on my stomach highlight)",50,"06/08/2025 14:35",,"IG story",,Lifetime,24786,24200,90,8,35,15,24369,,,
17927310276079593,17841401475580469,nicki.entenmann,"Nicki Entenmann","Fage 0% 
1 scoop protein powder
Honeycrisp!!!!! 40g protein snack NICKIENT for discount  opinion from a protein powder SNOOBBBBB-
The powder most creators share taste like overpriced chalky trash
 😬 I stand by this statement 
This is one of the ONLY ones I swear by-tastes like McDonald McFlurry",0,"06/08/2025 14:52",,"IG story",,Lifetime,26128,24653,92,1,69,47,25706,,3619,1
18026242853690235,17841401475580469,nicki.entenmann,"Nicki Entenmann","POV: you’re the 3rd child",18,"06/08/2025 17:07",,"IG story",,Lifetime,26875,26235,369,42,33,120,25627,,,
18138301765407993,17841401475580469,nicki.entenmann,"Nicki Entenmann","Also POV:
Your 7 year old is the best golfer in the house 🥵",10,"06/08/2025 17:14",,"IG story",,Lifetime,26308,25834,231,5,76,14,23574,,,
18068352721840603,17841401475580469,nicki.entenmann,"Nicki Entenmann","Winners will be picked Friday!",0,"06/09/2025 07:46",,"IG story",,Lifetime,31308,30420,462,4,57,4064,32024,,,1
18153626665375486,17841401475580469,nicki.entenmann,"Nicki Entenmann","The base that makes all makeup FLAWLESS
@merit Great Skin Moisturizer

NEW The Uniform: tinted SPF
(Shade 22-comes in 15 shades)
 Zinc oxide- protects from rays that age & burn 
Blurs your pores/airbrushed finish
JAIL if you don’t try this. It’s INCREDIBLE",48,"06/09/2025 08:05",,"IG story",,Lifetime,28096,27445,116,5,34,11,28581,36,,
17980957616836647,17841401475580469,nicki.entenmann,"Nicki Entenmann","All @merit makeup is designed not to clog pores so it’s an acne prone girls dream!!!

The Minimalist: Bisque
Bronzer: Clay",46,"06/09/2025 08:08",,"IG story",,Lifetime,26778,25961,73,3,15,5,25958,7,189,
17997018350637163,17841401475580469,nicki.entenmann,"Nicki Entenmann","Get the Everything Bag for free when you use spend $125+ with code NICKI  @merit #meritpartner",25,"06/09/2025 08:10",,"IG story",,Lifetime,25502,24593,71,1,18,5,24980,,75,
17971905581886173,17841401475580469,nicki.entenmann,"Nicki Entenmann","I’ve never felt more beautiful and @merit makeup enhances our natural beauty 🤍🙌🏻 

There are sets on sale here too! 

Code NICKI to get the Everything Bag as a free gift when you spend $125+",52,"06/09/2025 08:12",,"IG story",,Lifetime,24730,23496,69,0,13,5,24547,7,217,
18053221865459043,17841401475580469,nicki.entenmann,"Nicki Entenmann","The uniform: shade 22
Minimalist stick: bisque 
Bronzer: clay
Flush balm: Le bonbon 
Lip: Le bonbon & shade slick-le deux @merit #meritpartner",0,"06/09/2025 08:16",,"IG story",,Lifetime,24099,23056,109,1,48,16,24295,8,249,
18110178349450783,17841401475580469,nicki.entenmann,"Nicki Entenmann","Been mommin hard today so catching up on DMs and links!",0,"06/09/2025 13:20",,"IG story",,Lifetime,20908,20125,80,1,20,10,21024,,223,1
18077460085888077,17841401475580469,nicki.entenmann,"Nicki Entenmann","Converting all my pots, pans, bakeware, etc to these  Nontoxic ones!

Bundles look like they’re on sale and NICKI gets you stackable 10% off  @caraway_home",0,"06/09/2025 13:23",,"IG story",,Lifetime,22718,21779,30,0,24,0,23473,,491,
18058194632224045,17841401475580469,nicki.entenmann,"Nicki Entenmann","All of my supplements here!",0,"06/09/2025 13:24",,"IG story",,Lifetime,22278,21245,63,0,54,18,23691,,1289,
18061848542465570,17841401475580469,nicki.entenmann,"Nicki Entenmann","FW HIIT to get my heart rate rocking this morning 🙌🏻",44,"06/10/2025 09:16",https://instagram.com/stories/nicki.entenmann/3651999172862750254,"IG story",,Lifetime,19546,18621,104,1,47,15,18199,,,
18011786795571628,17841401475580469,nicki.entenmann,"Nicki Entenmann","2023 June 2025 
One of the best thing I’ve done for my confidence is give myself a bright AF smile! But also doing it with strips that are enamel safe and peroxide free (doesn’t make your teeth sensitive at all!!) 

$5 off a 21 pack here  @lumineuxhealth",0,"06/10/2025 10:33",,"IG story",,Lifetime,18493,17474,30,1,14,3,18676,,588,
17911097691180527,17841401475580469,nicki.entenmann,"Nicki Entenmann","eZ gel-  derived from blood, that is heated to create a gel-like consistency for “filler” under eyes 

I didn’t think much changed but my pics from when I first went in to today was a noticeable lift and difference!",60,"06/10/2025 12:04",,"IG story",,Lifetime,17546,16620,40,13,22,2,18500,,,1
18047319860597555,17841401475580469,nicki.entenmann,"Nicki Entenmann","My face is numb and I don’t feel anything! 

I’ll report back in a few weeks on if I think it’s worth it! 

I go to Iryna at @eunoiamedspa 
She’s suchhhhhh a good injector. Super educated, 
won’t over fill and her skin is goals!",23,"06/10/2025 12:08",,"IG story",,Lifetime,17810,16596,25,18,12,21,18211,167,,
18008096471594275,17841401475580469,nicki.entenmann,"Nicki Entenmann","April  June  @eunoiamedspa  I’m spending my own money on this! 

My under eyes look and feel a lot less hallow
My eye bags seem way better! 
Texture and tone has improved 
My face doesn’t feel as droopy 
Again-let me give it a few weeks and I’ll report back! 

I realllyyyy wanna do sculptura next for my lower face so I’m gonna save up!",0,"06/10/2025 12:31",,"IG story",,Lifetime,16478,15911,62,6,6,21,16184,,,
17936864994033085,17841401475580469,nicki.entenmann,"Nicki Entenmann","Use my link to get a free trial of Rocket Money premium! @rocketmoney #ad  If you wanna waste $5k a year, spend $14 a day on things you don’t need 🥵",53,"06/10/2025 13:21",,"IG story",,Lifetime,15596,15117,30,1,7,2,17044,7,67,
18227208043289699,17841401475580469,nicki.entenmann,"Nicki Entenmann","Use this link here to try the premium version for free!  @rocketmoney #ad",58,"06/10/2025 13:21",,"IG story",,Lifetime,15383,14970,17,1,5,2,15948,7,66,
18343921153095291,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"06/10/2025 13:24",,"IG story",,Lifetime,13843,13535,15,0,1,2,14923,,122,
18069938104988208,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"06/10/2025 13:24",,"IG story",,Lifetime,13655,13415,14,0,4,0,14921,,76,
18044755049228171,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"06/10/2025 13:24",,"IG story",,Lifetime,13499,13300,11,0,1,1,14243,,36,
18067527622996500,17841401475580469,nicki.entenmann,"Nicki Entenmann","RESTOCKED ALERT for NYC romper-
IN ALL SIZES! I’m in S (runs big) 
NICKISAVE30 for 30% off too!",12,"06/10/2025 13:29",,"IG story",,Lifetime,14373,14071,59,2,8,8,14726,,204,
18084193381682750,17841401475580469,nicki.entenmann,"Nicki Entenmann","Pull on jeans still in stock in most sizes! 
(I’m a S)",0,"06/10/2025 13:31",,"IG story",,Lifetime,14345,13955,36,2,3,3,15181,,644,
18069606113499384,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"06/10/2025 13:33",,"IG story",,Lifetime,14330,13931,22,0,6,3,15116,,187,
18089235865561263,17841401475580469,nicki.entenmann,"Nicki Entenmann","These ones are amazing!!!! What we all wore for Hyrox -
Wide toe box, cushioned, flexibly yet grippy",0,"06/10/2025 13:35",,"IG story",,Lifetime,14235,13793,25,4,3,2,14271,,201,
18101013067554254,17841401475580469,nicki.entenmann,"Nicki Entenmann","Hyrox outfit on Amazon budget",0,"06/10/2025 13:43",,"IG story",,Lifetime,14088,13606,28,0,7,3,14598,,83,
17931705858058144,17841401475580469,nicki.entenmann,"Nicki Entenmann","Burnt my sweet potatoes again -I don’t wanna talk about it  Sunflower crunch salad
A little bit of the dress but also 
Oil & vinegar
Rotis chicken teets
Sweet potato",0,"06/10/2025 14:06",https://instagram.com/stories/nicki.entenmann/3652144446529336082,"IG story",,Lifetime,14001,13540,41,1,5,8,14016,,,
17934661433924902,17841401475580469,nicki.entenmann,"Nicki Entenmann","On this episode 
of B tries a new sport 😬",10,"06/10/2025 16:50",,"IG story",,Lifetime,14767,14217,71,0,16,6,13748,,,
17975900165730244,17841401475580469,nicki.entenmann,"Nicki Entenmann","Mom summer bucket list:
Teach your kids the 90s classics",23,"06/10/2025 19:34",,"IG story",,Lifetime,16320,15790,401,10,17,48,14998,,,
18064088057117296,17841401475580469,nicki.entenmann,"Nicki Entenmann","Mom: no throwing balls in the house 

Dad:",33,"06/10/2025 19:42",,"IG story",,Lifetime,16049,15472,133,4,22,35,16033,,,
18069266249075166,17841401475580469,nicki.entenmann,"Nicki Entenmann","2 pairs of these sneaks still up for grabs! 
Swipe here ❤️
(Bonus for commenting on today’s golf reel) 🏌️‍♀️⛳️",0,"06/11/2025 07:23",,"IG story",,Lifetime,15056,14448,159,1,514,113,15747,,,
18086003659709758,17841401475580469,nicki.entenmann,"Nicki Entenmann","I said I was saved, not soft 🙌🏻",0,"06/11/2025 07:25",,"IG story",,Lifetime,14550,13694,231,14,202,43,15699,,,
18048872039420090,17841401475580469,nicki.entenmann,"Nicki Entenmann","This skirt is amazing!!! I bought in 3 colors 
(In I’m size S)
$32",54,"06/11/2025 08:39",,"IG story",,Lifetime,14589,13420,143,14,33,64,14992,,670,
17978363957719303,17841401475580469,nicki.entenmann,"Nicki Entenmann","Same skirt in blue!
Love this shirt-v breathable $18",53,"06/11/2025 08:40",,"IG story",,Lifetime,12719,11741,73,6,11,13,13092,,292,
18506523193009056,17841401475580469,nicki.entenmann,"Nicki Entenmann","Removable matching 
 shorts",51,"06/11/2025 08:40",,"IG story",,Lifetime,12479,11723,57,0,9,12,12770,,236,
18089710399634476,17841401475580469,nicki.entenmann,"Nicki Entenmann","Runs a little small!
Material is amazingggg",44,"06/11/2025 08:41",,"IG story",,Lifetime,12801,11995,59,1,6,15,13006,,234,
18015240110542412,17841401475580469,nicki.entenmann,"Nicki Entenmann",,59,"06/11/2025 08:41",,"IG story",,Lifetime,12240,11336,76,4,8,18,12325,,361,
18045105476218720,17841401475580469,nicki.entenmann,"Nicki Entenmann","Also these are the best golf pants I’ve ever owned! 
$34
Pull on, perfect length, makes the booty look 👌",0,"06/11/2025 08:42",,"IG story",,Lifetime,13436,12429,78,0,35,21,13842,,417,
18378452200192377,17841401475580469,nicki.entenmann,"Nicki Entenmann","Only chance I’ll ever have at a hole in one",12,"06/11/2025 09:52",,"IG story",,Lifetime,13412,12799,102,0,22,46,11097,,,
17918012934098927,17841401475580469,nicki.entenmann,"Nicki Entenmann","Relinking! Previous links weren’t working for some reason. S in both",0,"06/11/2025 10:54",,"IG story",,Lifetime,13291,12517,47,4,8,1,13678,,236,
17861515797422549,17841401475580469,nicki.entenmann,"Nicki Entenmann","Just saw a mini van with the license plate “onlyvns”
If this was you, dm so we can be friends",0,"06/11/2025 11:12",,"IG story",,Lifetime,13591,13155,127,3,11,27,13377,,,
17848003875489581,17841401475580469,nicki.entenmann,"Nicki Entenmann","June 2025 Nov 2024 5 day trial of the nutrition program I do for $20",0,"06/11/2025 11:21",,"IG story",,Lifetime,13486,13049,84,2,22,13,14529,,142,
18406635040106516,17841401475580469,nicki.entenmann,"Nicki Entenmann","@caraway_home  #carawaypartner  We’re meat preppin & decluttering 🙌🏻
Ground beef, turkey, and chicken",42,"06/11/2025 12:36",,"IG story",,Lifetime,13173,12898,58,0,7,7,13679,2,,
17879745447223081,17841401475580469,nicki.entenmann,"Nicki Entenmann","NICKI for 10% off sitewide
 (stackable on sale items too! ) Remember when I bought the same pan 3x and I was $400 in the hole and nothing to show for it 😒😒😒 @caraway_home #carawaypartner",47,"06/11/2025 12:36",,"IG story",,Lifetime,13101,12716,28,1,1,0,12964,3,116,
17907901890164946,17841401475580469,nicki.entenmann,"Nicki Entenmann","70% of frying pans sold in America have teflon 😒 and that can lead to tons of serious health risks!! It is truly an investment in your and your family’s health  NICKI10 for 10% off
Free shipping 
Easy returns
30 day trial  @caraway_home #carawaypartner",55,"06/11/2025 12:36",,"IG story",,Lifetime,12894,12497,18,3,4,1,12885,4,181,1
18096415477595623,17841401475580469,nicki.entenmann,"Nicki Entenmann","@caraway_home  #carawaypartner  The sale &  code NICKI saves you almost $250 on the pot and pan bundle! 
I’ve never seen them at this price
🥵🥵🥵

NICKI will work on everything so highly recommend  at least trying the pan!!! We use everyday without fail",14,"06/11/2025 12:36",,"IG story",,Lifetime,12606,12369,19,3,5,1,12682,5,155,
18068585252008086,17841401475580469,nicki.entenmann,"Nicki Entenmann","@caraway_home  #carawaypartner  My glass storage & food storage containers are also on sale!  Code: NICKI",0,"06/11/2025 12:38",,"IG story",,Lifetime,12519,12226,26,1,3,0,12790,5,130,
18075074308911601,17841401475580469,nicki.entenmann,"Nicki Entenmann","Summer dessert  Raspberry @trufru in
 Greek yogurt 💅
Cinnamon & vanilla powder",0,"06/11/2025 19:23",,"IG story",,Lifetime,15699,15379,86,1,15,15,15421,72,,
18066291902107420,17841401475580469,nicki.entenmann,"Nicki Entenmann","Early morning 
therapy💪🏼🏋🏼‍♀️🤸 @paragonathleticcenter",0,"06/12/2025 05:12",,"IG story",,Lifetime,16203,15714,59,1,22,4,16643,118,,
18095012830593519,17841401475580469,nicki.entenmann,"Nicki Entenmann","I don’t wanna talk about my appearance 😬",34,"06/12/2025 12:54",,"IG story",,Lifetime,23561,22814,84,1,17,15,19986,,,
18004119164782429,17841401475580469,nicki.entenmann,"Nicki Entenmann","you need more patience and consistency. Let me take the guess work out of it for me!",60,"06/12/2025 12:57",,"IG story",,Lifetime,22460,21813,123,11,22,50,22088,,198,
18484689292071590,17841401475580469,nicki.entenmann,"Nicki Entenmann","$20 size M $20 size M",0,"06/12/2025 12:59",,"IG story",,Lifetime,21663,21106,41,1,6,4,22357,,452,
18157327666367591,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"06/12/2025 13:00",,"IG story",,Lifetime,21181,20761,30,1,9,0,21927,,285,
18081778708809775,17841401475580469,nicki.entenmann,"Nicki Entenmann","Size S",0,"06/12/2025 13:00",,"IG story",,Lifetime,20816,20448,34,0,6,1,21391,,254,
17967480269875203,17841401475580469,nicki.entenmann,"Nicki Entenmann","2 c strawberries 
1 @drinklmnt lemonade packet
16 oz water 

Blend, put in popsicle molds and freeze 
0 added sugar  Strawberry 
lemonade 
popsicles",0,"06/12/2025 13:20",https://instagram.com/stories/nicki.entenmann/3653571178486366630,"IG story",,Lifetime,25945,25534,179,39,4,25,21412,16,,
18071163445788667,17841401475580469,nicki.entenmann,"Nicki Entenmann","Lemonade is a limited summer flavor 🍋 
It’s the best!!!!",0,"06/12/2025 13:22",https://instagram.com/stories/nicki.entenmann/3653572080924504770,"IG story",,Lifetime,20877,20547,63,1,6,3,22630,,243,
18311249971234755,17841401475580469,nicki.entenmann,"Nicki Entenmann","⛈️🖤 Afternoon thunderstorm vibes",7,"06/12/2025 13:50",,"IG story",,Lifetime,22446,21864,72,1,22,7,20982,,699,
17873992575262559,17841401475580469,nicki.entenmann,"Nicki Entenmann","My cycle of books usually goes:
fiction/fantasy, parenting, self help/business-repeat 

I just finished ‘raising kids in an entitled world’ and LOVED it. 

Started this one last week and will report back!",0,"06/13/2025 06:11",,"IG story",,Lifetime,50312,49220,175,9,70,32,50395,,,
18006750260759083,17841401475580469,nicki.entenmann,"Nicki Entenmann","Picking 2 winners tonight!  Last day to enter sneaker giveaway! 
Comment “sneakers” here 
(I know it’s annoying to keep commenting but that’s how I can keep track of who’s entered. Mmkayyy love you)",0,"06/13/2025 06:13",,"IG story",,Lifetime,47153,46424,504,7,150,4258,50006,,,
17853831717413825,17841401475580469,nicki.entenmann,"Nicki Entenmann","NICKI15 FOR 15% OFF ON ORDERS $65+
NICKI20 FOR 20% OFF ON ORDERS $109+ @cupshe #cupshe  #vacation #SWIMWEAR #cupshexkelseyanderson  Guys these are SOOOO good!!!",15,"06/13/2025 13:08",,"IG story",,Lifetime,41481,39622,111,8,75,12,40316,4,309,
17843321394502243,17841401475580469,nicki.entenmann,"Nicki Entenmann","Amazon skirt in action 
Under $30",0,"06/13/2025 13:13",,"IG story",,Lifetime,38913,37764,93,8,102,29,40484,,849,
18032452187658414,17841401475580469,nicki.entenmann,"Nicki Entenmann","Sneaker winners: 
@mdm05003
@bmarie6991 DM to claim 🥳🥳",0,"06/14/2025 09:07",,"IG story",,Lifetime,12447,12122,162,1,10,22,13134,,,
17963714882949670,17841401475580469,nicki.entenmann,"Nicki Entenmann","Glow golf >",24,"06/14/2025 09:09",,"IG story",,Lifetime,12028,11895,68,2,8,19,12897,,,
18035247065372521,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"06/14/2025 09:14",,"IG story",,Lifetime,11739,11514,29,2,6,0,12394,,237,
18127727020440342,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"06/14/2025 09:14",,"IG story",,Lifetime,11730,11367,27,2,1,0,12631,,186,
17895387963248635,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"06/14/2025 09:14",,"IG story",,Lifetime,11581,11245,25,1,,0,12378,,131,
18071019823798264,17841401475580469,nicki.entenmann,"Nicki Entenmann","Identical to the one I wore for Hyrox!",0,"06/14/2025 09:14",,"IG story",,Lifetime,11486,11100,21,0,2,1,12142,,150,
18008548652716318,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"06/14/2025 09:14",,"IG story",,Lifetime,11340,10977,17,0,1,0,11898,,63,
18320723794227350,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"06/14/2025 09:14",,"IG story",,Lifetime,11118,10836,23,1,4,0,11474,,54,
18062472074155928,17841401475580469,nicki.entenmann,"Nicki Entenmann","Your reminder that fruit has more bacteria than a public toilet seat🤢 !  Make sure to clean it!

I use 1 cup of white vinegar 
and 3-4 cups of water (can add baking soda too)
And soak for 3-5 mins 
Rinse",0,"06/14/2025 10:04",,"IG story",,Lifetime,11832,11534,43,11,4,12,11457,,,
17870750316286047,17841401475580469,nicki.entenmann,"Nicki Entenmann","Starts Monday 5 days of:
App access
Workouts (home, gym, low impact) 
Meal plan
Trainings
Community 
Exclusive guides from me
All for $20 

Gives you a chance to get a taste test of my program without full commitment!",0,"06/14/2025 11:54",,"IG story",,Lifetime,13850,13332,28,0,22,4,15433,,95,
17980773188836967,17841401475580469,nicki.entenmann,"Nicki Entenmann","Watching you be an incredible dad makes me love you more every single day. 
Happy Father’s Day to the best- 
You’re worth celebrating everyday",0,"06/15/2025 08:24",,"IG story",,Lifetime,20367,19848,173,0,34,6,19972,,,
17848415643491837,17841401475580469,nicki.entenmann,"Nicki Entenmann",,60,"06/15/2025 10:20",,"IG story",,Lifetime,17268,16266,68,0,11,2,16600,,,
18099672868563689,17841401475580469,nicki.entenmann,"Nicki Entenmann","Summer slimdown starts tmw for $20  Going to posty & jelly roll tonight 🙌🏻",60,"06/15/2025 10:20",,"IG story",,Lifetime,16683,15618,67,1,8,17,17146,,74,
